目录ID,目录名称,剂型,规格,生产企业,2017 4th price,2017 4th 目录类,2017 4th 报名企业家数,2017 3rd,2017 3rd price,2017 3rd 目录类,2017 3rd 报名企业家数,2017 2nd,2017 2nd price,2017 2nd 目录类,2017 2nd 报名企业家数,2017 1st,2017 1st price,2017 1st目录类,2017 1st报名企业家数,4th vs 1st,4th vs 1st %
13219,重组人生长激素-注射用无菌粉末-8IU,注射用无菌粉末,8IU,中山海济医药生物工程股份有限公司,112.35,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13221,猪肺磷酯-注射用混悬剂-1.5ml:120mg,注射用混悬剂,1.5ml:120mg,康德乐（上海）医药有限公司,3349.0588,非基本药物医保目录 乙类,1,Y,3349.0588,非基本药物医保目录 乙类,1,Y,3349.0588,非基本药物医保目录 乙类,1,Y,3349.0588,非基本药物医保目录 乙类,1,0,0.00%
13222,猪肺磷酯-注射用混悬剂-3ml:240mg,注射用混悬剂,3ml:240mg,康德乐（上海）医药有限公司,5693.4,非基本药物医保目录 乙类,1,Y,5693.4,非基本药物医保目录 乙类,1,Y,5693.4,非基本药物医保目录 乙类,1,Y,5693.4,非基本药物医保目录 乙类,1,0,0.00%
13223,转化糖-注射用无菌粉末-25g(果糖12.5g和葡萄糖12.5g),注射用无菌粉末,25g(果糖12.5g和葡萄糖12.5g),河北天成药业股份有限公司,49.16,非基本药物医保目录 乙类,5,Y,49.17,非基本药物医保目录 乙类,5,Y,49.17,非基本药物医保目录 乙类,5,Y,49.17,非基本药物医保目录 乙类,5,-0.01,-0.02%
13224,"转化糖-注射用无菌粉末-果糖6.25g,葡萄糖6.25g",注射用无菌粉末,"果糖6.25g,葡萄糖6.25g",河北天成药业股份有限公司,28.9316,非基本药物医保目录 乙类,5,Y,28.93,非基本药物医保目录 乙类,5,Y,28.93,非基本药物医保目录 乙类,5,Y,28.9316,非基本药物医保目录 乙类,5,0,0.00%
13227,壮骨伸筋-胶囊剂-0.3g,胶囊剂,0.3g,通化金马药业集团股份有限公司,0.374,非基本药物医保目录 乙类,2,Y,0.374,非基本药物医保目录 乙类,2,Y,0.374,非基本药物医保目录 乙类,2,Y,0.374,非基本药物医保目录 乙类,2,0,0.00%
13231,滋心阴-口服溶液剂-10ml,口服溶液剂,10ml,湖北福人金身药业有限公司,2.8763,非基本药物医保目录 乙类,2,Y,2.8763,非基本药物医保目录 乙类,2,Y,2.8763,非基本药物医保目录 乙类,2,Y,2.8763,非基本药物医保目录 乙类,2,0,0.00%
13232,滋心阴-胶囊剂-0.35g,胶囊剂,0.35g,江西天施康中药股份有限公司,1.141,非基本药物医保目录 乙类,1,Y,1.141,非基本药物医保目录 乙类,1,Y,1.141,非基本药物医保目录 乙类,1,Y,1.141,非基本药物医保目录 乙类,1,0,0.00%
13233,紫龙金-口服普通片剂-0.65g,口服普通片剂,0.65g,天津中新药业集团股份有限公司隆顺榕制药厂,3.1235,非基本药物医保目录 乙类,1,Y,3.1235,非基本药物医保目录 乙类,1,Y,3.1235,非基本药物医保目录 乙类,1,Y,3.1235,非基本药物医保目录 乙类,1,0,0.00%
13234,紫杉醇-注射用无菌粉末-30mg,注射用无菌粉末,30mg,南京绿叶制药有限公司,894.2667,非基本药物医保目录 乙类,1,Y,894.2667,非基本药物医保目录 乙类,1,Y,894.2667,非基本药物医保目录 乙类,1,Y,894.2667,非基本药物医保目录 乙类,1,0,0.00%
13236,祖师麻-贴剂-10g,贴剂,10g,甘肃泰康制药有限责任公司,29.4675,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13242,左西替利嗪-口服溶液剂-10ml:5mg,口服溶液剂,10ml:5mg,重庆华邦制药有限公司,3.2754,非基本药物医保目录 乙类,2,Y,3.275,非基本药物医保目录 乙类,2,Y,3.2754,非基本药物医保目录 乙类,2,Y,3.2754,非基本药物医保目录 乙类,2,0,0.00%
13244,左氧氟沙星-滴耳剂-5ml:0.5%,滴耳剂,5ml:0.5%,深圳万和制药有限公司,20.38,非基本药物医保目录 乙类,1,Y,20.38,非基本药物医保目录 乙类,1,Y,20.38,非基本药物医保目录 乙类,1,Y,20.38,非基本药物医保目录 乙类,1,0,0.00%
13246,左氧氟沙星-分散片-0.1g,分散片,0.1g,海南全星制药有限公司,0.279,非基本药物医保目录 甲类,9,Y,0.286,非基本药物医保目录 甲类,9,Y,0.248,非基本药物医保目录 甲类,9,Y,0.267,非基本药物医保目录 甲类,9,0.012,4.49%
13247,左氧氟沙星-分散片-0.2g,分散片,0.2g,海南全星制药有限公司,0.8225,非基本药物医保目录 甲类,3,Y,0.8225,非基本药物医保目录 甲类,3,Y,0.8225,非基本药物医保目录 甲类,3,Y,0.8225,非基本药物医保目录 甲类,3,0,0.00%
13250,左氧氟沙星-眼用凝胶剂-5g:15mg,眼用凝胶剂,5g:15mg,湖北远大天天明制药有限公司,14.37,非基本药物医保目录 乙类,2,Y,14.37,非基本药物医保目录 乙类,2,Y,14.37,非基本药物医保目录 乙类,1,Y,14.37,非基本药物医保目录 乙类,1,0,0.00%
13252,左氧氟沙星-注射用无菌粉末-0.2g,注射用无菌粉末,0.2g,湖南五洲通药业有限责任公司,2.355,非基本药物医保目录 甲类,18,Y,2.485,非基本药物医保目录 甲类,18,Y,2.53,非基本药物医保目录 甲类,18,Y,2.554,非基本药物医保目录 甲类,18,-0.199,-7.79%
13256,佐米曲普坦-分散片-2.5mg,分散片,2.5mg,辅仁药业集团有限公司,16.5533,非基本药物医保目录 乙类,1,Y,16.5533,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
13262,唑来膦酸-注射用无菌粉末-4mg,注射用无菌粉末,4mg,南京制药厂有限公司,172.5,非基本药物医保目录 乙类,7,Y,180,非基本药物医保目录 乙类,7,Y,110,非基本药物医保目录 乙类,7,Y,128,非基本药物医保目录 乙类,7,44.5,34.77%
13266,α-硫辛酸-注射用无菌粉末-0.15g,注射用无菌粉末,0.15g,福安药业集团烟台只楚药业有限公司,38.1935,非基本药物医保目录 乙类,1,Y,38.1935,非基本药物医保目录 乙类,1,Y,38.1935,非基本药物医保目录 乙类,1,Y,38.1935,非基本药物医保目录 乙类,1,0,0.00%
13267,α-硫辛酸-注射用无菌粉末-0.3g,注射用无菌粉末,0.3g,福安药业集团烟台只楚药业有限公司,64.929,非基本药物医保目录 乙类,2,Y,64.929,非基本药物医保目录 乙类,2,Y,64.929,非基本药物医保目录 乙类,2,Y,64.929,非基本药物医保目录 乙类,2,0,0.00%
13268,阿伐斯汀-胶囊剂-8mg,胶囊剂,8mg,重庆华邦制药有限公司,1.08,非基本药物医保目录 乙类,1,Y,1.08,非基本药物医保目录 乙类,1,Y,1.08,非基本药物医保目录 乙类,1,Y,1.08,非基本药物医保目录 乙类,1,0,0.00%
13273,阿莫罗芬-乳膏剂-10g:25mg,乳膏剂,10g:25mg,江苏福邦药业有限公司,22.8877,非基本药物医保目录 乙类,1,Y,22.8877,非基本药物医保目录 乙类,1,Y,22.8877,非基本药物医保目录 乙类,1,Y,22.8877,非基本药物医保目录 乙类,1,0,0.00%
13274,阿莫罗芬-乳膏剂-15g:37.5mg,乳膏剂,15g:37.5mg,江苏福邦药业有限公司,33.3167,非基本药物医保目录 乙类,1,Y,33.3167,非基本药物医保目录 乙类,1,Y,33.3167,非基本药物医保目录 乙类,1,Y,33.3167,非基本药物医保目录 乙类,1,0,0.00%
13279,阿莫西林克拉维酸钾-分散片-0.5g(0.4375g/62.5mg),分散片,0.5g(0.4375g/62.5mg),上海新亚药业闵行有限公司,3.2923,非基本药物医保目录 甲类,2,Y,3.2923,非基本药物医保目录 甲类,2,Y,3.2923,非基本药物医保目录 甲类,2,Y,3.2923,非基本药物医保目录 甲类,2,0,0.00%
13280,阿莫西林克拉维酸钾-干混悬剂-0.643g(0.6g:43mg),干混悬剂,0.643g(0.6g:43mg),上海海虹实业(集团)巢湖今辰药业有限公司,3.5695,非基本药物医保目录 乙类,2,Y,3.5695,非基本药物医保目录 乙类,2,Y,3.5695,非基本药物医保目录 乙类,2,Y,3.5695,非基本药物医保目录 乙类,2,0,0.00%
13281,阿莫西林克拉维酸钾-胶囊剂-0.15625g(0.125g/31.25mg),胶囊剂,0.15625g(0.125g/31.25mg),浙江巨泰药业有限公司,1.1362,非基本药物医保目录 甲类,4,Y,1.1362,非基本药物医保目录 甲类,4,Y,1.1362,非基本药物医保目录 甲类,4,Y,1.1362,非基本药物医保目录 甲类,4,0,0.00%
13288,阿奇霉素-颗粒剂-0.25g,颗粒剂,0.25g,四川百利药业有限责任公司,0.4874,非基本药物医保目录 甲类,7,Y,0.4874,非基本药物医保目录 甲类,7,Y,0.4874,非基本药物医保目录 甲类,7,Y,0.4674,非基本药物医保目录 甲类,7,0.02,4.28%
13289,阿奇霉素-颗粒剂-0.5g,颗粒剂,0.5g,济川药业集团有限公司,2.5634,非基本药物医保目录 甲类,2,Y,2.5634,非基本药物医保目录 甲类,2,Y,2.5634,非基本药物医保目录 甲类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A
13297,埃索美拉唑-肠溶胶囊-20mg,肠溶胶囊,20mg,重庆莱美药业股份有限公司,9.6786,非基本药物医保目录 乙类,1,Y,9.6786,非基本药物医保目录 乙类,1,Y,9.6786,非基本药物医保目录 乙类,1,Y,9.6786,非基本药物医保目录 乙类,1,0,0.00%
13300,氨苄西林-注射用无菌粉末-2.0g,注射用无菌粉末,2.0g,华北制药股份有限公司,2.91,非基本药物医保目录 甲类,2,Y,2.9,非基本药物医保目录 甲类,2,Y,2.91,非基本药物医保目录 甲类,2,Y,2.9,非基本药物医保目录 甲类,2,0.01,0.34%
13301,氨茶碱-注射用无菌粉末-0.25g,注射用无菌粉末,0.25g,海南葫芦娃药业集团股份有限公司,2.444,非基本药物医保目录 甲类,2,Y,2.444,非基本药物医保目录 甲类,2,Y,2.444,非基本药物医保目录 甲类,2,Y,2.444,非基本药物医保目录 甲类,2,0,0.00%
13302,"氨酚黄那敏-颗粒剂-对乙酰氨基酚0.125g,体外培育牛黄5mg,马来酸氯苯那敏0.5mg",颗粒剂,"对乙酰氨基酚0.125g,体外培育牛黄5mg,马来酸氯苯那敏0.5mg",安琪酵母股份有限公司药业分公司,4.2,非基本药物医保目录 门诊统筹,3,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13303,氨酚那敏三味-胶囊剂-复方,胶囊剂,复方,芜湖绿叶制药有限公司,1.396,非基本药物医保目录 乙类,3,Y,1.396,非基本药物医保目录 乙类,2,Y,1.396,非基本药物医保目录 乙类,2,Y,1.396,非基本药物医保目录 乙类,2,0,0.00%
13304,氨酚伪麻那敏-口服溶液剂-150ML:5.28G,口服溶液剂,150ML:5.28G,雅柏药业(中国)有限公司,37.0996,非基本药物医保目录 乙类,2,Y,37.0998,非基本药物医保目录 乙类,2,Y,37.0997,非基本药物医保目录 乙类,2,Y,37.0997,非基本药物医保目录 乙类,2,-1E-04,0.00%
13306,氨磺必利-口服普通片剂-0.2g,口服普通片剂,0.2g,齐鲁制药有限公司,7.7862,非基本药物医保目录 乙类,1,Y,7.7862,非基本药物医保目录 乙类,1,Y,7.7862,非基本药物医保目录 乙类,1,Y,7.7862,非基本药物医保目录 乙类,1,0,0.00%
13307,氨磺必利-口服普通片剂-50mg,口服普通片剂,50mg,齐鲁制药有限公司,2.6942,非基本药物医保目录 乙类,1,Y,2.6942,非基本药物医保目录 乙类,1,Y,2.6942,非基本药物医保目录 乙类,1,Y,2.6942,非基本药物医保目录 乙类,1,0,0.00%
13317,奥美拉唑-肠溶胶囊-40mg,肠溶胶囊,40mg,海南葫芦娃药业集团股份有限公司,1.2,非基本药物医保目录 甲类,3,Y,1.2,非基本药物医保目录 甲类,3,Y,1.19,非基本药物医保目录 甲类,3,Y,1.0803,非基本药物医保目录 甲类,3,0.1197,11.08%
13326,白百抗痨-颗粒剂-15g,颗粒剂,15g,通化卫京药业股份有限公司,13.0151,非基本药物医保目录 乙类,2,Y,13.0151,非基本药物医保目录 乙类,2,Y,13.0151,非基本药物医保目录 乙类,2,Y,13.0151,非基本药物医保目录 乙类,2,0,0.00%
13339,倍氯米松-喷雾剂-2ml:0.8mg,喷雾剂,2ml:0.8mg,亿腾医药（中国）有限公司,12.68,非基本药物医保目录 乙类,1,Y,12.68,非基本药物医保目录 乙类,1,Y,12.68,非基本药物医保目录 乙类,1,Y,12.68,非基本药物医保目录 乙类,1,0,0.00%
13345,便通-口服普通片剂-0.46g,口服普通片剂,0.46g,泰华天然生物制药有限公司,1.0908,非基本药物医保目录 乙类,3,Y,1.0908,非基本药物医保目录 乙类,3,Y,1.0908,非基本药物医保目录 乙类,3,Y,1.0908,非基本药物医保目录 乙类,2,0,0.00%
13346,鳖甲煎-丸剂-3g,丸剂,3g,国药集团中联药业有限公司,2.3331,非基本药物医保目录 乙类,2,Y,2.3331,非基本药物医保目录 乙类,2,Y,2.3331,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A
13349,丙硫氧嘧啶-肠溶片-50mg,肠溶片,50mg,上海普康药业有限公司,0.1002,非基本药物医保目录 甲类,1,Y,0.1002,非基本药物医保目录 甲类,1,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
13351,补肾固齿-丸剂-4g(每30丸重1g),丸剂,4g(每30丸重1g),成都九芝堂金鼎药业有限公司,5.4483,非基本药物医保目录 乙类,1,Y,5.4483,非基本药物医保目录 乙类,1,Y,5.4483,非基本药物医保目录 乙类,1,Y,5.4483,非基本药物医保目录 乙类,1,0,0.00%
13352,补血益母-浓缩丸-12g,浓缩丸,12g,株洲千金药业股份有限公司,6.342,非基本药物医保目录 乙类,2,Y,6.342,非基本药物医保目录 乙类,2,Y,6.342,非基本药物医保目录 乙类,2,Y,6.342,非基本药物医保目录 乙类,2,0,0.00%
13362,参丹散结-胶囊剂-0.4g,胶囊剂,0.4g,山东绿因药业有限公司,3.1368,非基本药物医保目录 乙类,1,Y,3.1368,非基本药物医保目录 乙类,1,Y,3.1368,非基本药物医保目录 乙类,1,Y,3.1368,非基本药物医保目录 乙类,1,0,0.00%
13368,苍耳子鼻炎-滴丸剂-1.2g/28丸(每丸重43mg),滴丸剂,1.2g/28丸(每丸重43mg),四川禾润制药有限公司,0.1662,非基本药物医保目录 乙类,2,Y,0.1662,非基本药物医保目录 乙类,2,Y,0.1662,非基本药物医保目录 乙类,2,Y,0.1662,非基本药物医保目录 乙类,2,0,0.00%
13372,肠内营养乳剂(TPF-D)-口服混悬剂(含口服乳剂、胶体溶液、内服凝胶剂、混悬滴剂)-500ml(0.90Kcal/ml),口服混悬剂(含口服乳剂、胶体溶液、内服凝胶剂、混悬滴剂),500ml(0.90Kcal/ml),费森尤斯卡比华瑞制药有限公司,60.8467,非基本药物医保目录 乙类,1,Y,60.8467,非基本药物医保目录 乙类,1,Y,60.8467,非基本药物医保目录 乙类,1,Y,60.8467,非基本药物医保目录 乙类,1,0,0.00%
13373,肠泰-口服溶液剂-100ml,口服溶液剂,100ml,吉林省力胜制药有限公司,49.81,非基本药物医保目录 乙类,1,Y,49.81,非基本药物医保目录 乙类,1,Y,49.81,非基本药物医保目录 乙类,1,Y,49.81,非基本药物医保目录 乙类,1,0,0.00%
13384,醋氯芬酸-肠溶胶囊-0.1g,肠溶胶囊,0.1g,陕西开元制药有限公司,1.345,非基本药物医保目录 乙类,2,Y,1.345,非基本药物医保目录 乙类,2,Y,1.345,非基本药物医保目录 乙类,2,Y,1.345,非基本药物医保目录 乙类,2,0,0.00%
13385,醋氯芬酸-肠溶片-0.1g,肠溶片,0.1g,四川维奥制药有限公司,1.3522,非基本药物医保目录 乙类,1,Y,1.3522,非基本药物医保目录 乙类,1,Y,1.3522,非基本药物医保目录 乙类,1,Y,1.3522,非基本药物医保目录 乙类,1,0,0.00%
13386,醋酸钙-口服普通片剂-0.667g,口服普通片剂,0.667g,昆明邦宇制药有限公司,3.975,非基本药物医保目录 乙类,3,Y,3.975,非基本药物医保目录 乙类,3,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
13395,单硝酸异山梨酯-缓释胶囊(含控释)-40mg,缓释胶囊(含控释),40mg,远大医药(中国)有限公司,0.9463,非基本药物医保目录 乙类,11,Y,0.9463,非基本药物医保目录 乙类,11,Y,0.9463,非基本药物医保目录 乙类,11,Y,0.9463,非基本药物医保目录 乙类,11,0,0.00%
13400,氮卓斯汀-滴眼剂-8ml:4mg,滴眼剂,8ml:4mg,江西珍视明药业有限公司,44.7,非基本药物医保目录 乙类,1,Y,44.7,非基本药物医保目录 乙类,1,Y,44.7,非基本药物医保目录 乙类,1,Y,44.7,非基本药物医保目录 乙类,1,0,0.00%
13403,灯盏花素-分散片-含灯盏花素大于等于40mg,分散片,含灯盏花素大于等于40mg,天圣制药集团股份有限公司,2.7447,非基本药物医保目录 乙类,2,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13404,地尔硫卓-缓释胶囊(含控释)-0.15g,缓释胶囊(含控释),0.15g,广东百澳药业有限公司,5.4203,非基本药物医保目录 乙类,1,Y,5.4203,非基本药物医保目录 乙类,1,Y,5.4203,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A
13406,地红霉素-肠溶片-0.5g,肠溶片,0.5g,湖南九典制药股份有限公司,6.4991,非基本药物医保目录 乙类,3,Y,6.4991,非基本药物医保目录 乙类,3,Y,6.4991,非基本药物医保目录 乙类,3,Y,6.4991,非基本药物医保目录 乙类,3,0,0.00%
13407,地氯雷他定-胶囊剂-5mg,胶囊剂,5mg,广东九明制药有限公司,9.5,非基本药物医保目录 门诊统筹,3,Y,9.5,非基本药物医保目录 门诊统筹,3,Y,9.5,非基本药物医保目录 门诊统筹,3,Y,9.5,非基本药物医保目录 门诊统筹,3,0,0.00%
13408,地奈德-乳膏剂-20g:10mg(0.05%),乳膏剂,20g:10mg(0.05%),重庆华邦制药有限公司,27.928,非基本药物医保目录 乙类,1,Y,27.928,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,N,#N/A,#N/A,#N/A,#N/A,#N/A
13413,丁卡因-凝胶剂-5g:50mg,凝胶剂,5g:50mg,西安利君精华药业有限责任公司,12.87,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13414,丁卡因-凝胶剂-8g:80mg,凝胶剂,8g:80mg,西安利君精华药业有限责任公司,18.4433,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13419,独一味-颗粒剂-10g 含糖型,颗粒剂,10g,江苏仁寿药业有限公司,3.8878,非基本药物医保目录 乙类,2,Y,3.8878,非基本药物医保目录 民族药,2,Y,3.8878,非基本药物医保目录 民族药,2,Y,4.0317,非基本药物医保目录 民族药,2,-0.1439,-3.57%
13421,独一味-颗粒剂-5g 无糖型,颗粒剂,5g,四川省三星堆制药有限公司,2.7167,非基本药物医保目录 乙类,1,N,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13422,独一味-浓缩丸-每袋装2.5g,浓缩丸,每袋装2.5g,四川禾正制药有限责任公司,4.0771,第三层次,2,Y,4.0771,非基本药物医保目录 民族药,2,Y,4.0771,非基本药物医保目录 民族药,2,Y,4.0771,非基本药物医保目录 民族药,2,0,0.00%
13428,对乙酰氨基酚-口服溶液剂-40ml:4.0g,口服溶液剂,40ml:4.0g,江苏汉晨药业有限公司,16.53,非基本药物医保目录 乙类,1,Y,16.53,非基本药物医保目录 乙类,1,Y,16.53,非基本药物医保目录 乙类,1,Y,16.53,非基本药物医保目录 乙类,1,0,0.00%
13429,对乙酰氨基酚-口服溶液剂-50ml:5g,口服溶液剂,50ml:5g,江苏汉晨药业有限公司,19.6092,非基本药物医保目录 乙类,2,Y,19.6092,非基本药物医保目录 乙类,2,Y,19.6092,非基本药物医保目录 乙类,2,Y,17.8429,非基本药物医保目录 乙类,2,1.7663,9.90%
13431,对乙酰氨基酚-口服溶液剂-60ml:6.0g,口服溶液剂,60ml:6.0g,海南万州绿色制药有限公司,23.4343,非基本药物医保目录 乙类,2,Y,22.5463,非基本药物医保目录 乙类,2,Y,24.3222,非基本药物医保目录 乙类,1,Y,24.3222,非基本药物医保目录 乙类,1,-0.8879,-3.65%
